id,TimeOfStop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,PersonalInjury,ProperyDamage,Fatal,CommercialLicense,HAZMAT,CommercialVehicle,Alcohol,WorkZOne,State,VehicleType,Year,Make,Model,Color,Charge,Article,ContributedToAccident,Race,Gender,DriverCity,DriverState,DLState,ArrestType,Geolocation,Citation
2925,00:00:00,MCP,Headquarters and Special Operations,HAZARD WARNING LAMP ,CLOPPER RD  GERMANTOWN RD,39.16357667,-77.28438167,No,No,No,No,No,Yes,No,No,No,No,MD,07 - TruckRoad Tractor,1997,FORD,F350,WHITE,78*,,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,,No
2926,00:00:00,MCP,Headquarters and Special Operations,WINDOW TINT,HARRIS TEETER  COPLEY PLACE,39.11578167,-77.20803833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,FORD,EXPEDITION SUV,MAROON,61,,No,BLACK,M,COLLEGE PARK,MD,MD,A - Marked Patrol,,No
2927,00:00:00,MCP,Headquarters and Special Operations,PERMITTING VEH. TO BE DRIVEN ON HWY. WO CURRENT REGISTRATION  VALIDATION TABS ISSUED BY ADM.,SB I 270  SHADY GROVE RD,39.09357667,-77.176505,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,CHEV,CAMARO,RED,13-411,Transportation Article,No,OTHER,F,LAUREL,MD,MD,A - Marked Patrol,,No
2928,00:00:00,MCP,Headquarters and Special Operations,DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,MD 200 AT NEW HAMPSHIRE AVE,NA,NA,No,No,No,No,No,No,No,No,No,No,MD,01 - Motorcycle,2014,MAZDA,6,GRAY,21-902,Transportation Article,No,BLACK,M,BELTSVILLE,MD,MD,A - Marked Patrol,,Yes
2929,00:00:00,MCP,Headquarters and Special Operations,PARKING WHERE PROHIBITED BY OFFICIAL SIGNS,BARRON ST  GILBERT ST,38.99837,-76.99712333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,HOND,ODYSSEY,SILVER,21-1003,Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,,Yes
2930,00:00:00,MCP,Headquarters and Special Operations,ATTEMPT BY DRIVER TO ELUDE POLICE IN OFFICIAL POLICE VEHICLE BY FAILING TO STOP,9227 ROSEMONT AVE,39.089075,-77.20406833,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2002,LEXUS,2DR,SILVER,21-904,Transportation Article,No,ASIAN,M,ANNANDALE,VA,VA,A - Marked Patrol,,Yes
2931,00:00:00,MCP,Headquarters and Special Operations,OPERATING VEHICLE ON HIGHWAY WITH UNAUTHORIZED WINDOW TINTING MATERIAL,NEW HAMPSHIRE AV NORTHWEST DRIVE,39.03596667,-76.98845333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,PONTIAC,G8,BLACK,22-406,Transportation Article,No,BLACK,M,TEMPLE HILLS,MD,MD,B - Unmarked Patrol,,Yes
2932,00:00:00,MCP,Headquarters and Special Operations,NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY LIFE AND PERSON,SB 270 370 OVERPASS,NA,NA,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,MERCEDES,320,SILVER,21-901.1,Transportation Article,No,BLACK,M,FREDERICK,MD,DC,B - Unmarked Patrol,,Yes
2935,00:00:00,MCP,Headquarters and Special Operations,PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE,SAM EIG AND GREAT SENECA,39.110885,-77.21142833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,NISSAN,MAXIMA,SILVER,16-303,Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,,Yes
2936,00:00:00,MCP,Headquarters and Special Operations,DRIVING WHILE IMPAIRED BY ALCOHOL,UNIVERSITY BLVD E  CARROLL AVE,38.995205,-76.99313,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,HOND,CRV,BLACK,21-902,Transportation Article,No,ASIAN,M,BOYDS,MD,MD,A - Marked Patrol,,Yes
2937,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO STOP AT STOP SIGN LINE,GRANDVIEW AVE AT BLUERIDGE,NA,NA,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,CHEVROLET,EXPRESS VAN,WHITE,21-707,Transportation Article,No,HISPANIC,M,YAKIMA,WA,WA,A - Marked Patrol,,Yes
2939,00:00:00,MCP,Headquarters and Special Operations,FAILURE TO DRIVE VEHICLE ON RIGHT HALF OF ROADWAY WHEN REQUIRED,NORBECK RD  NORWOOD RD,39.12217833,-76.99637333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1997,TOYOTA,CAMRY,GOLD,21-301,Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,,Yes
2940,00:00:00,MCP,Headquarters and Special Operations,WINDOW TINT,NORRIS RD  WOOTTON AVE,39.144245,-77.41524333,No,No,No,No,No,Yes,No,No,No,No,MD,09 - Farm Vehicle,2007,CHEVY,SILVERADO 3500,WHITE,61,,No,WHITE,M,POOLESVILLE,MD,MD,A - Marked Patrol,,No
2941,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,GEORGIA AVE  COLESVILLE RD,39.00535833,-77.03820333,No,No,No,No,No,No,No,No,No,No,MD,01 - Motorcycle,2008,YAMAHA,M,RED,21-201,Transportation Article,No,BLACK,M,WASHINGTON,DC,DC,B - Unmarked Patrol,,No
2942,00:00:00,MCP,Headquarters and Special Operations,DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,11418 GEORGIA AVE,39.05838667,-77.0481,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,INFI,4S,BLUE DARK,21-902,Transportation Article,No,HISPANIC,F,ROCKVILLE,MD,MD,A - Marked Patrol,,Yes
2943,00:00:00,MCP,Headquarters and Special Operations,DRIVING VEH. WO ADEQUATE REAR REG. PLATE ILLUMINATION,NB 355 ODENDHAL AVE,39.14919333,-77.20666167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,CHEVROLET,EQUINOX,SILVER,22-204,Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,XX,B - Unmarked Patrol,,Yes
2944,00:00:00,MCP,Headquarters and Special Operations,OPERATOR NOT RESTRAINED BY SEATBELT,POWDER MILL RD NEW HAMPSHIRE AVE,39.021665,-76.977315,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,LEXUS,ES330,SILVER,22-412.3,Transportation Article,No,ASIAN,M,SILVER SPRING,MD,MD,A - Marked Patrol,,Yes
2946,00:00:00,MCP,Headquarters and Special Operations,FAILURE TO STOP WHEN ENTERING HIGHWAY,SNOUFFER SCHOOL ROAD  CORRIGAN SQ,39.159475,-77.16110833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1996,LINCOLN,TOWNCAR,WHITE,21-404,Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,B - Unmarked Patrol,,No
2947,00:00:00,MCP,Headquarters and Special Operations,DRIVING VEHICLE IN VIOLATION OF RESTRICTED LICENSE REQUIREMENT,BRIGGS CHANEY RD  FAIRLAND RD,-76.95751667,39.08686,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,LINCOLN,4 DOOR,BLACK,16-113,Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,C - Marked VASCAR,,Yes
2948,00:00:00,MCP,Headquarters and Special Operations,EXCEEDING MAXIMUM SPEED 80 MPH IN A POSTED 55 MPH ZONE,NB I 270  FALLS RD,-77.17292667,39.08546167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1994,TOYT,4S,GREEN,21-801.1,Transportation Article,No,BLACK,M,LANDOVER,MD,MD,B - Unmarked Patrol,,Yes
2949,00:00:00,MCP,Headquarters and Special Operations,FAILURE TO ATTACH VEHICLE REGISTRATION PLATES AT FRONT AND REAR,SAM EIG HWY W  FIELDS RD,39.115745,-77.20834833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,PORS,4S,BLACK,13-411,Transportation Article,No,WHITE,M,POTOMAC,MD,MD,A - Marked Patrol,,No
2951,00:00:00,MCP,Headquarters and Special Operations,HEADLIGHTS ,CONGRESSIONAL LANE  355,39.064115,-77.12629333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,HYUN,4S,GRAY,55*,,No,HISPANIC,F,ROCKVILLE,MD,MD,A - Marked Patrol,,No
2952,00:00:00,MCP,Headquarters and Special Operations,WINDOW TINT,9811 WASHINGTONIAN BLVD  RIO MALL,39.11436667,-77.19757333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,NISSAN,SENTRA 4D,BLUE,61,,No,WHITE,F,OLNEY,MD,MD,A - Marked Patrol,,No
2953,00:00:00,MCP,Headquarters and Special Operations,PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106 26-204 26-206 27-103,SAM EIG AND GREAT SENECA,39.110885,-77.21142833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,NISSAN,MAXIMA,SILVER,16-303,Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,,Yes
2954,00:00:00,MCP,Headquarters and Special Operations,EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,13400 BLK OF LAYHILL RD ,39.07670667,-77.04583333,No,No,No,No,No,No,No,No,No,No,MD,01 - Motorcycle,2008,NISS,QUEST,SILVER,21-801.1,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,,No
2957,00:00:00,MCP,Headquarters and Special Operations,DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,I-370 EB  SHADY GROVE RD,39.11675833,-77.23397833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,HONDA,4S,GRAY,16-101,Transportation Article,No,BLACK,F,GAITHERSBURG,MD,MD,A - Marked Patrol,,Yes
2958,00:00:00,MCP,Headquarters and Special Operations,PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,GEORGIA  HENDERSON AVE,39.05093833,-77.05149833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,INFINITI,G37,PURPLE,16-303,Transportation Article,No,HISPANIC,M,OLNEY,MD,MD,B - Unmarked Patrol,,Yes
2960,00:00:00,MCP,Headquarters and Special Operations,DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,MD 200  FREDERICK ROAD,39.12074667,-77.18327,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,INFINITI,QX56,WHITE,21-1124.2,Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,,Yes
2961,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO STOP AT STOP SIGN LINE,KENTLANDS MAIN,39.12268667,-77.23665333,No,No,No,No,No,No,No,No,No,No,MD,03 - Station Wagon,2006,HOND,VN,TAN,21-707,Transportation Article,No,BLACK,F,NORTH POTOMAC,MD,MD,A - Marked Patrol,,No
2963,00:00:00,MCP,Headquarters and Special Operations,FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,RANDOLPH RD  NEW HAMPSHIRE AVE,39.07543,-76.99779167,No,No,No,No,No,No,No,No,No,No,MN,02 - Automobile,2004,ACURA,2S,SILVER,16-116,Transportation Article,No,ASIAN,M,SILVER SPRING,MD,MN,A - Marked Patrol,,Yes
2966,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,OLD GEORGETOWN RD  BELLS MILL RD,-77.12588333,39.02371667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,HONDA,CR-V SU,GREEN LGT,21-201,Transportation Article,No,BLACK,M,BETHESDA,MD,MD,A - Marked Patrol,,No
2967,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,ROSEMARY CIR  ROSEMARY ST,38.97785833,-77.07907167,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,1997,NISS,PICK UP,SILVER,21-201,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,,No
2968,00:00:00,MCP,Headquarters and Special Operations,STOPPING VEH. ON CROSSWALK,GEORGIA  GLENALLEN,39.06161333,-77.053045,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1996,OLDS,4S,GOLD,21-1003,Transportation Article,No,BLACK,M,LAUREL,MD,MD,A - Marked Patrol,,No
2970,00:00:00,MCP,Headquarters and Special Operations,PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,NB WAYNE AVE  DALE DR,38.99956833,-77.01482333,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2009,TOYT,CAM 4D,SILVER,16-303,Transportation Article,No,BLACK,M,TAKOMA PARK,MD,MD,A - Marked Patrol,,Yes
2972,00:00:00,MCP,Headquarters and Special Operations,PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106 26-204 26-206 27-103,NB PINEY BRANCH RD UNIVERSITY BLVD,39.00175833,-76.99549333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,NISSAN,NV200,WHITE,16-303,Transportation Article,No,WHITE,M,NORTH POTOMAC,MD,MD,A - Marked Patrol,,Yes
2973,00:00:00,MCP,Headquarters and Special Operations,DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,RAILROAD ST AND RIDGE RD,39.14988833,-77.23405,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,NISSAN,ALTIMA,SILVER,21-902,Transportation Article,No,WHITE,M,WASHINGTON GROVE,MD,MD,A - Marked Patrol,,Yes
2974,00:00:00,MCP,Headquarters and Special Operations,"CLEARANCE 
LAMPS ",DARNESTOWN RD  SENECA RD,39.105935,-77.2958,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,1994,GMC,3500,WHITE,87*,,No,HISPANIC,M,FREDERICK,MD,MD,A - Marked Patrol,,No
2975,00:00:00,MCP,Headquarters and Special Operations,EXCEEDING THE POSTED SPEED LIMIT OF 55 MPH,SB I270  FALLS RD,39.081415,-77.17181167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2014,TESL,4S,SILVER,21-801.1,Transportation Article,No,OTHER,M,POTOMAC,MD,MD,A - Marked Patrol,,No
2976,00:00:00,MCP,Headquarters and Special Operations,FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND,NB MD355 CHURCH ST,39.082615,-77.146485,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,TOYOTA,COROLLA,WHITE,22-201.1,Transportation Article,No,HISPANIC,F,ROCKVILLE,MD,MD,A - Marked Patrol,,Yes
2977,00:00:00,MCP,Headquarters and Special Operations,EXCEEDING THE POSTED SPEED LIMIT OF 60 MPH,ICC EAST MILE MARKER116,39.086795,-77.02635,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,MAZDA,3,GRAY,21-801.1,Transportation Article,No,WHITE,M,COLUMBIA,MD,MD,A - Marked Patrol,,No
2978,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,LELAND46ST,38.98049167,-77.088385,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,1997,VOLVO,850,GREEN,21-201,Transportation Article,No,WHITE,F,WASHINGTON,DC,DC,B - Unmarked Patrol,,No
2979,00:00:00,MCP,Headquarters and Special Operations,DRIVING DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,METROPOLITAN GROVE RDCLOPPER RD,39.14590333,-77.22769667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,TOYT,COROLLA,BLACK,16-101,Transportation Article,No,HISPANIC,M,GERMANTOWN,MD,MD,B - Unmarked Patrol,,Yes
2980,00:00:00,MCP,Headquarters and Special Operations,RECKLESS DRIVING VEHICLE IN WANTON AND WILLFUL DISREGARD FOR SAFETY OF PERSONS AND PROPERTY,EB I-495  EXIT 30 COLESVILLE RD,39.01589333,-77.008165,No,No,No,No,No,No,No,No,No,No,NJ,02 - Automobile,2014,TOYOTA,CAMRY,GRAY,21-901.1,Transportation Article,No,HISPANIC,M,PERTH AMBOY,NJ,NJ,B - Unmarked Patrol,,Yes
2981,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO STOP AT STOP SIGN LINE,GIANT SC 97 SO 108,39.14956833,-77.06612667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,LEXUS,RX350,GRAY,21-707,Transportation Article,No,WHITE,F,LAUREL,MD,MD,A - Marked Patrol,,No
2982,00:00:00,MCP,Headquarters and Special Operations,OPERATING MOTOR VEHICLE WITH FABRIC EXPOSED THROUGH OF TIRE,FREDERICK RD  LITTLE SENECA PARKWAY,39.22359833,-77.26098833,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2004,FORD,F450,WHITE,11-393.75,Maryland Rules,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,,Yes
2983,00:00:00,MCP,Headquarters and Special Operations,EXCEEDING MAXIMUM SPEED 60 MPH IN A POSTED 55 MPH ZONE,SB 270  124,39.15659667,-77.22603167,No,No,No,No,No,Yes,No,No,No,No,VA,02 - Automobile,2012,LEXUS,ES 350,WHITE,21-801.1,Transportation Article,No,BLACK,M,HAMPTON,VA,VA,A - Marked Patrol,,Yes
2984,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,ROSEMARYHILCREST,38.97801667,-77.07925,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,HONDA,4DR,BLUE,21-201,Transportation Article,No,WHITE,F,CHEVY CHASE,MD,MD,B - Unmarked Patrol,,No
2986,00:00:00,MCP,Headquarters and Special Operations,FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND,9100 BLOCK OF ROTHBURY DR,39.18634833,-77.18898167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,NISSAN,ALTIMA,GOLD,22-201.1,Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,,Yes
2987,00:00:00,MCP,Headquarters and Special Operations,OPERATING VEHICLE ON HIGHWAY WITH UNAUTHORIZED WINDOW TINTING MATERIAL,BRIGGS CHANEY RDCOLUMBIA PIKE,39.08280833,-76.948875,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,DODGE,CHARGER,RED,22-406,Transportation Article,No,BLACK,F,SEAT PLEASANT,MD,MD,B - Unmarked Patrol,,No
2988,00:00:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO STOP AT STOP SIGN LINE,GIANT SC 97 SO 108,39.14961833,-77.06625167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,CHEV,EQUNOX SUV,GOLD,21-707,Transportation Article,No,WHITE,F,BROOKEVILLE,MD,MD,A - Marked Patrol,,No
2989,00:00:00,MCP,Headquarters and Special Operations,DRIVING VEHICLE IN VIOLATION OF RESTRICTED LICENSE REQUIREMENT,PINEY BRANCH RD  BARRON ST,38.99956667,-76.99568667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,HONDA,CIVIC,RED,16-113,Transportation Article,No,HISPANIC,M,ADELPHI,MD,MD,A - Marked Patrol,,Yes
2990,00:00:00,MCP,Headquarters and Special Operations,DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,12619 WISTERIA DRIVE,-77.2616,39.17095167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,BMW,2D,RED,16-101,Transportation Article,No,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,,Yes
2991,00:00:00,MCP,Headquarters and Special Operations,HEADLIGHTS ,NB 270 RAMP TO MD RTE 117,39.14152167,-77.21057,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,TOYOTA,ECHO,WHITE,55*,,No,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol,,No
2993,00:00:00,MCP,Headquarters and Special Operations,FAILURE OF DR. TO MAKE LANE CHANGE TO AVAIL. LANE NOT IMMED. ADJ. TO STOPPED EMERG. VEH,NB GEORGIA AVE NO HATHAWAY DR,39.06999,-77.06251,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,HONDA,CIVIC,GRAY,21-405,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,,Yes
2994,00:00:00,MCP,Headquarters and Special Operations,WEIGHT VIOLATIONS ON HIGHWAYS AND INTERSTATES EXCEEDING ALLOWABLE WEIGHT OF 13000LBS BY 2000LBS,RIVER RD  BRAEBURN,38.978275,-77.13062167,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2001,GMC,3500,WHITE,27-105,Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,,Yes
2995,00:00:00,MCP,Headquarters and Special Operations,PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER TR 17-106 26-204 26-206 27-103,EB BEL PRE RD  BEL PRE DR,-77.04826667,39.09071833,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2010,CHEVROLET,IMPALA,YELLOW,16-303,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,B - Unmarked Patrol,,Yes
2996,00:00:00,MCP,Headquarters and Special Operations,FAILURE TO DRIVE VEHICLE ON RIGHT HALF OF ROADWAY WHEN REQUIRED,11219 GRAND VIEW AVE ,39.05867833,-77.04833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,MAZDA,4DR,SILVER,21-301,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,,Yes
2999,00:00:00,MCP,Headquarters and Special Operations,RT. TURN FROM IMPROPER ROAD POSITION,SHADY GROVE ROAD  GAITHER ROAD,-77.18490667,39.11754833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,HONDA,2S,GRAY,21-601,Transportation Article,No,BLACK,M,UPPER MARLBORO,MD,MD,B - Unmarked Patrol,,No
3000,00:00:00,MCP,Headquarters and Special Operations,DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,SB GEORGIA AVE EAST WEST HWY,-77.02642167,38.990565,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,CHEVROLET,IMPALA,SILVER,16-101,Transportation Article,No,BLACK,M,NOTTINGHAM,MD,MD,B - Unmarked Patrol,,Yes
3002,00:00:00,MCP,Headquarters and Special Operations,DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,GEORGIA AVENUE  ASPEN HILL,39.05838167,-77.04803167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,HONDA,4D,SILVER,16-101,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,XX,A - Marked Patrol,,Yes
3003,00:00:00,MCP,Headquarters and Special Operations,OPERATOR NOT RESTRAINED BY SEATBELT,FLOWER AVE AT HOUSTON AVE,NA,NA,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2005,HYUNDAI,ELANTRA,SILVER,22-412.3,Transportation Article,No,WHITE,M,MARSHALL,VA,VA,A - Marked Patrol,,Yes
3004,00:00:00,MCP,Headquarters and Special Operations,DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,PINEY BRANCH  UNIVERSITY AVE,38.99966,-76.996065,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,CHEVY,CAVALIER,SILVER,13-401,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,B - Unmarked Patrol,,No
3005,00:00:00,MCP,Headquarters and Special Operations,TURN SIGNAL INOPERATIVE,DARNESTOWN RD  NORMAN DR,39.11570667,-77.26472833,No,No,No,No,No,Yes,No,No,No,No,MD,06 - Heavy Duty Truck,1998,KW,TK  DUMP,RED,11-393.9,Maryland Rules,No,BLACK,F,BOWIE,MD,MD,A - Marked Patrol,,Yes
3006,00:00:00,MCP,Headquarters and Special Operations,FAILURE TO SECURELY FASTEN REGISTRATION PLATE TO VEHICLE,NB GEORGIA AVENUE  ARCOLA AVE,39.04580333,-77.05203167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1984,TOYO,2S,SILVER,13-411,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,,Yes
3007,00:00:00,MCP,Headquarters and Special Operations,NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY LIFE AND PERSON,9880 ROCKVILLE PIK  5100 KING CHARLES W,38.98363,-77.09327167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2015,AUDI,A4,BLACK,21-901.1,Transportation Article,No,WHITE,M,PIKESVILLE,MD,MD,A - Marked Patrol,,Yes
3008,00:00:00,MCP,Headquarters and Special Operations,DRIVER CHANGING LANES WHEN UNSAFE,RANDOLPH ROAD  VIERS MILL ROAD,39.05530833,-77.08635,No,No,No,No,No,No,No,No,No,No,MD,01 - Motorcycle,2009,HARLEY,XR1200,RED,21-309,Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,,No
3009,00:00:00,MCP,Headquarters and Special Operations,FAILURE TO DISPLAY  REFLECT RED COLOR LIGHT ON REAR LAMPS AND REFLECTORS AS REQ.,HAMPDEN LN  RT 355,-77.09395,38.98292,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,1999,JEEP,V8 TK,SILVER,22-209,Transportation Article,No,WHITE,M,MCLEAN,VA,VA,A - Marked Patrol,,No
3010,00:00:00,MCP,Headquarters and Special Operations,I.D. LAMP ,RIVER RD  BURDETTE RD,38.99069,-77.15202833,No,No,No,No,No,Yes,No,No,No,No,MD,25 - Utility Trailer,2011,HUDSON,TRAILER,BLACK,88*,,No,WHITE,M,NEW WINDSOR,MD,MD,A - Marked Patrol,,No
3011,00:00:00,MCP,Headquarters and Special Operations,DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,SB OLD GEORGETOWN ROAD I270,NA,NA,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,HYUNDAI,SONATA,SILVER,13-401,Transportation Article,No,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol,,Yes
